title,type,source
魏广德公园唱吧,bilibili,https://www.bilibili.com/video/BV15BWmzKEs
魏广德《这不是遥远的地方》,bilibili,https://www.bilibili.com/video/BV1MxMBzbEWT
魏广德《怀念战友》,bilibili,https://www.bilibili.com/video/BV1GM1GBvEhR
王传亮《说给大海》,bilibili,https://www.bilibili.com/video/BV1Br4y1S7BL
王传亮《爱永在》,bilibili,https://www.bilibili.com/video/BV1sh411b7ia
王传亮《爱永在》,bilibili,https://www.bilibili.com/video/BV1oa411a742
廖昌永《父亲的草原母亲的河》,bilibili,https://www.bilibili.com/video/BV1sT4y1g7bP
